state_abbr,city,street,city_slug,street_slug,url
CT,South Windsor,11 Cedar Ave,south-windsor,11-cedar-ave,https://locations.chipotle.com/ct/south-windsor/11-cedar-ave
IL,Schaumburg,1100 N Meacham Rd,schaumburg,1100-n-meacham-rd,https://locations.chipotle.com/il/schaumburg/1100-n-meacham-rd
UT,Saint George,5095 S Desert Color Pkwy,saint-george,5095-s-desert-color-pkwy,https://locations.chipotle.com/ut/saint-george/5095-s-desert-color-pkwy
FL,Tampa,6341 W Waters Ave,tampa,6341-w-waters-ave,https://locations.chipotle.com/fl/tampa/6341-w-waters-ave
PA,Huntingdon Valley,781 Huntingdon Pike,huntingdon-valley,781-huntingdon-pike,https://locations.chipotle.com/pa/huntingdon-valley/781-huntingdon-pike
CA,Highland,27876 Greenspot Rd,highland,27876-greenspot-rd,https://locations.chipotle.com/ca/highland/27876-greenspot-rd
FL,Riverview,10393 Big Bend Rd,riverview,10393-big-bend-rd,https://locations.chipotle.com/fl/riverview/10393-big-bend-rd
NV,Las Vegas,8030 N Buffalo Dr,las-vegas,8030-n-buffalo-dr,https://locations.chipotle.com/nv/las-vegas/8030-n-buffalo-dr
FL,Apopka,10700 Clarcona Ocoee Rd,apopka,10700-clarcona-ocoee-rd,https://locations.chipotle.com/fl/apopka/10700-clarcona-ocoee-rd
UT,West Jordan,5639 W 7800 S,west-jordan,5639-w-7800-s,https://locations.chipotle.com/ut/west-jordan/5639-w-7800-s
OR,Canby,597 Sw 1st Ave,canby,597-sw-1st-ave,https://locations.chipotle.com/or/canby/597-sw-1st-ave
CA,Richmond,4200 Klose Way,richmond,4200-klose-way,https://locations.chipotle.com/ca/richmond/4200-klose-way
NC,Hickory,66 Us Highway 321 Nw,hickory,66-us-highway-321-nw,https://locations.chipotle.com/nc/hickory/66-us-highway-321-nw
NY,Bayside,2390 Bell Blvd,bayside,2390-bell-blvd,https://locations.chipotle.com/ny/bayside/2390-bell-blvd
IN,Jeffersonville,3513 E 10th St,jeffersonville,3513-e-10th-st,https://locations.chipotle.com/in/jeffersonville/3513-e-10th-st
MD,Burtonsville,15701 Old Columbia Pike,burtonsville,15701-old-columbia-pike,https://locations.chipotle.com/md/burtonsville/15701-old-columbia-pike
CA,Cathedral City,68935 E Palm Canyon Dr,cathedral-city,68935-e-palm-canyon-dr,https://locations.chipotle.com/ca/cathedral-city/68935-e-palm-canyon-dr
TN,Johnson City,1801 W State Of Franklin Rd,johnson-city,1801-w-state-of-franklin-rd,https://locations.chipotle.com/tn/johnson-city/1801-w-state-of-franklin-rd
GA,Alpharetta,1060 Ridgeland Pkwy,alpharetta,1060-ridgeland-pkwy,https://locations.chipotle.com/ga/alpharetta/1060-ridgeland-pkwy
AZ,Litchfield Park,5245 N Dysart Rd,litchfield-park,5245-n-dysart-rd,https://locations.chipotle.com/az/litchfield-park/5245-n-dysart-rd
FL,Lecanto,1834 N Lecanto Hwy,lecanto,1834-n-lecanto-hwy,https://locations.chipotle.com/fl/lecanto/1834-n-lecanto-hwy
WA,Port Angeles,2021b E 1st Street,port-angeles,2021b-e-1st-street,https://locations.chipotle.com/wa/port-angeles/2021b-e-1st-street
IL,Mattoon,1400 Fort Worth Way,mattoon,1400-fort-worth-way,https://locations.chipotle.com/il/mattoon/1400-fort-worth-way
CO,Aurora,440 S Airport Blvd,aurora,440-s-airport-blvd,https://locations.chipotle.com/co/aurora/440-s-airport-blvd
PA,Pittsburgh,116 Andrew Dr,pittsburgh,116-andrew-dr,https://locations.chipotle.com/pa/pittsburgh/116-andrew-dr
MN,Minneapolis,1421 4th Street Se,minneapolis,1421-4th-street-se,https://locations.chipotle.com/mn/minneapolis/1421-4th-street-se
OR,Redmond,1395 Sw Canal Blvd,redmond,1395-sw-canal-blvd,https://locations.chipotle.com/or/redmond/1395-sw-canal-blvd
VA,Sterling,24575 Dulles Landing Dr,sterling,24575-dulles-landing-dr,https://locations.chipotle.com/va/sterling/24575-dulles-landing-dr
KY,Bowling Green,2415 Nashville Rd,bowling-green,2415-nashville-rd,https://locations.chipotle.com/ky/bowling-green/2415-nashville-rd
CA,Woodland,1460 E Main St,woodland,1460-e-main-st,https://locations.chipotle.com/ca/woodland/1460-e-main-st
PA,Kingston,588 Market St,kingston,588-market-st,https://locations.chipotle.com/pa/kingston/588-market-st
TX,Pearland,8805 Broadway St,pearland,8805-broadway-st,https://locations.chipotle.com/tx/pearland/8805-broadway-st
CA,Redding,4000 S Bonnyview Rd,redding,4000-s-bonnyview-rd,https://locations.chipotle.com/ca/redding/4000-s-bonnyview-rd
GA,Rincon,421 S Columbia Ave,rincon,421-s-columbia-ave,https://locations.chipotle.com/ga/rincon/421-s-columbia-ave
IL,Chicago,3125 S Ashland Ave,chicago,3125-s-ashland-ave,https://locations.chipotle.com/il/chicago/3125-s-ashland-ave
FL,Spring Hill,10377 County Line Rd,spring-hill,10377-county-line-rd,https://locations.chipotle.com/fl/spring-hill/10377-county-line-rd
NC,Greensboro,3227 West Gate City Boulevard,greensboro,3227-west-gate-city-boulevard,https://locations.chipotle.com/nc/greensboro/3227-west-gate-city-boulevard
SC,Travelers Rest,571 Roe Center Ct,travelers-rest,571-roe-center-ct,https://locations.chipotle.com/sc/travelers-rest/571-roe-center-ct
CT,Danbury,1 Sugar Hollow Rd,danbury,1-sugar-hollow-rd,https://locations.chipotle.com/ct/danbury/1-sugar-hollow-rd
WA,Seattle,2212 N 45th St,seattle,2212-n-45th-st,https://locations.chipotle.com/wa/seattle/2212-n-45th-st
TN,Mount Juliet,11381 Lebanon Rd,mount-juliet,11381-lebanon-rd,https://locations.chipotle.com/tn/mount-juliet/11381-lebanon-rd
CA,Torrance,1019 W Carson St,torrance,1019-w-carson-st,https://locations.chipotle.com/ca/torrance/1019-w-carson-st
GA,East Ellijay,124 Highland Xing S,east-ellijay,124-highland-xing-s,https://locations.chipotle.com/ga/east-ellijay/124-highland-xing-s
OH,Hamilton,5255 Hildenbrand Way,hamilton,5255-hildenbrand-way,https://locations.chipotle.com/oh/hamilton/5255-hildenbrand-way
IN,Fort Wayne,5044 E Dupont Rd,fort-wayne,5044-e-dupont-rd,https://locations.chipotle.com/in/fort-wayne/5044-e-dupont-rd
MA,Gardner,346 Timpany Blvd,gardner,346-timpany-blvd,https://locations.chipotle.com/ma/gardner/346-timpany-blvd
SC,Columbia,5400 Forest Dr,columbia,5400-forest-dr,https://locations.chipotle.com/sc/columbia/5400-forest-dr
NY,Rochester,2000 East Ave,rochester,2000-east-ave,https://locations.chipotle.com/ny/rochester/2000-east-ave
NJ,Wayne,1195 Hamburg Tpke,wayne,1195-hamburg-tpke,https://locations.chipotle.com/nj/wayne/1195-hamburg-tpke
TX,Portland,3048 Us Highway 181,portland,3048-us-highway-181,https://locations.chipotle.com/tx/portland/3048-us-highway-181
OH,Athens,960 E State St,athens,960-e-state-st,https://locations.chipotle.com/oh/athens/960-e-state-st
UT,Tooele,957 N Main St,tooele,957-n-main-st,https://locations.chipotle.com/ut/tooele/957-n-main-st
LA,Metairie,6940 Veterans Memorial Blvd,metairie,6940-veterans-memorial-blvd,https://locations.chipotle.com/la/metairie/6940-veterans-memorial-blvd
FL,Eustis,2300 E Burleigh Blvd,eustis,2300-e-burleigh-blvd,https://locations.chipotle.com/fl/eustis/2300-e-burleigh-blvd
IL,Chicago Heights,1399 Western Ave,chicago-heights,1399-western-ave,https://locations.chipotle.com/il/chicago-heights/1399-western-ave
VA,Chesapeake,320 Battlefield Blvd S,chesapeake,320-battlefield-blvd-s,https://locations.chipotle.com/va/chesapeake/320-battlefield-blvd-s
AL,Auburn,1700 Opelika Rd,auburn,1700-opelika-rd,https://locations.chipotle.com/al/auburn/1700-opelika-rd
IL,Galesburg,2210 N Henderson St,galesburg,2210-n-henderson-st,https://locations.chipotle.com/il/galesburg/2210-n-henderson-st
MN,Eden Prairie,9246 Hennepin Town Road,eden-prairie,9246-hennepin-town-road,https://locations.chipotle.com/mn/eden-prairie/9246-hennepin-town-road
WI,Pewaukee,1350 Capitol Dr,pewaukee,1350-capitol-dr,https://locations.chipotle.com/wi/pewaukee/1350-capitol-dr
CA,Corona,300 N Mckinley St,corona,300-n-mckinley-st,https://locations.chipotle.com/ca/corona/300-n-mckinley-st
NJ,Flanders,50 International Dr S,flanders,50-international-dr-s,https://locations.chipotle.com/nj/flanders/50-international-dr-s
NC,Elizabeth City,3730 Patrick Way,elizabeth-city,3730-patrick-way,https://locations.chipotle.com/nc/elizabeth-city/3730-patrick-way
NC,Durham,7021 Nc   751 Highway,durham,7021-nc---751-highway,https://locations.chipotle.com/nc/durham/7021-nc---751-highway
VA,Spotsylvania,10424 Courthouse Rd,spotsylvania,10424-courthouse-rd,https://locations.chipotle.com/va/spotsylvania/10424-courthouse-rd
OH,North Olmsted,23459 Lorain Rd,north-olmsted,23459-lorain-rd,https://locations.chipotle.com/oh/north-olmsted/23459-lorain-rd
KY,Lexington,2212 War Admiral Way,lexington,2212-war-admiral-way,https://locations.chipotle.com/ky/lexington/2212-war-admiral-way
TX,Houston,710 Gulfgate Center Mall,houston,710-gulfgate-center-mall,https://locations.chipotle.com/tx/houston/710-gulfgate-center-mall
NY,Islandia,1900 Veterans Memorial Hwy,islandia,1900-veterans-memorial-hwy,https://locations.chipotle.com/ny/islandia/1900-veterans-memorial-hwy
MN,Maple Grove,18800 70th Way N,maple-grove,18800-70th-way-n,https://locations.chipotle.com/mn/maple-grove/18800-70th-way-n
UT,Holladay,1920 E Rodeo Walk Dr,holladay,1920-e-rodeo-walk-dr,https://locations.chipotle.com/ut/holladay/1920-e-rodeo-walk-dr
FL,St. Petersburg,3901 34th Street South,st.-petersburg,3901-34th-street-south,https://locations.chipotle.com/fl/st.-petersburg/3901-34th-street-south
AR,Searcy,3113 E Race Ave,searcy,3113-e-race-ave,https://locations.chipotle.com/ar/searcy/3113-e-race-ave
MN,Monticello,779 Chelsea Rd,monticello,779-chelsea-rd,https://locations.chipotle.com/mn/monticello/779-chelsea-rd
AR,Conway,2885 Prince St,conway,2885-prince-st,https://locations.chipotle.com/ar/conway/2885-prince-st
FL,Miami,5396 Biscayne Blvd,miami,5396-biscayne-blvd,https://locations.chipotle.com/fl/miami/5396-biscayne-blvd
AZ,Buckeye,19657 W Indian School Rd,buckeye,19657-w-indian-school-rd,https://locations.chipotle.com/az/buckeye/19657-w-indian-school-rd
TX,Mesquite,1831 Military Pkwy,mesquite,1831-military-pkwy,https://locations.chipotle.com/tx/mesquite/1831-military-pkwy
IN,Noblesville,14635 Hazel Dell Xing,noblesville,14635-hazel-dell-xing,https://locations.chipotle.com/in/noblesville/14635-hazel-dell-xing
TX,Cross Roads,11940 Us Highway 380,cross-roads,11940-us-highway-380,https://locations.chipotle.com/tx/cross-roads/11940-us-highway-380
DE,Milford,997 N Dupont Blvd,milford,997-n-dupont-blvd,https://locations.chipotle.com/de/milford/997-n-dupont-blvd
TX,Plano,9625 Coit Rd,plano,9625-coit-rd,https://locations.chipotle.com/tx/plano/9625-coit-rd
OK,Tulsa,11051 E 41st Street,tulsa,11051-e-41st-street,https://locations.chipotle.com/ok/tulsa/11051-e-41st-street
PA,Bethlehem,2555 Easton Ave,bethlehem,2555-easton-ave,https://locations.chipotle.com/pa/bethlehem/2555-easton-ave
NC,Charlotte,3005 Stelfox St,charlotte,3005-stelfox-st,https://locations.chipotle.com/nc/charlotte/3005-stelfox-st
NC,Winston Salem,5559 Robin Lark Cir,winston-salem,5559-robin-lark-cir,https://locations.chipotle.com/nc/winston-salem/5559-robin-lark-cir
OH,Marietta,212 Pike St,marietta,212-pike-st,https://locations.chipotle.com/oh/marietta/212-pike-st
FL,Saint Cloud,890 E Irlo Bronson Memorial Hwy,saint-cloud,890-e-irlo-bronson-memorial-hwy,https://locations.chipotle.com/fl/saint-cloud/890-e-irlo-bronson-memorial-hwy
OH,Granville,520 S Main St,granville,520-s-main-st,https://locations.chipotle.com/oh/granville/520-s-main-st
NY,Tarrytown,652 White Plains Rd,tarrytown,652-white-plains-rd,https://locations.chipotle.com/ny/tarrytown/652-white-plains-rd
NC,Clayton,12023 Clayton Blvd,clayton,12023-clayton-blvd,https://locations.chipotle.com/nc/clayton/12023-clayton-blvd
MD,California,23368 Three Notch Rd,california,23368-three-notch-rd,https://locations.chipotle.com/md/california/23368-three-notch-rd
NY,Brooklyn,1510 Broadway,brooklyn,1510-broadway,https://locations.chipotle.com/ny/brooklyn/1510-broadway
IL,Algonquin,1721 S Randall Rd,algonquin,1721-s-randall-rd,https://locations.chipotle.com/il/algonquin/1721-s-randall-rd
SC,Orangeburg,131 Magnolia Village Pkwy,orangeburg,131-magnolia-village-pkwy,https://locations.chipotle.com/sc/orangeburg/131-magnolia-village-pkwy
WA,Anacortes,1700 Commercial Ave,anacortes,1700-commercial-ave,https://locations.chipotle.com/wa/anacortes/1700-commercial-ave
VA,Hampton,4022 W Mercury Blvd,hampton,4022-w-mercury-blvd,https://locations.chipotle.com/va/hampton/4022-w-mercury-blvd
IL,Lake Zurich,442 S Rand Rd,lake-zurich,442-s-rand-rd,https://locations.chipotle.com/il/lake-zurich/442-s-rand-rd
TX,Fort Worth,2929 E Berry St,fort-worth,2929-e-berry-st,https://locations.chipotle.com/tx/fort-worth/2929-e-berry-st
FL,Westlake,4951 Seminole Pratt Whitney Rd,westlake,4951-seminole-pratt-whitney-rd,https://locations.chipotle.com/fl/westlake/4951-seminole-pratt-whitney-rd
CA,Stanton,12007 Beach Blvd,stanton,12007-beach-blvd,https://locations.chipotle.com/ca/stanton/12007-beach-blvd
TX,Dallas,3921 Gaston Ave,dallas,3921-gaston-ave,https://locations.chipotle.com/tx/dallas/3921-gaston-ave
TX,Sachse,3201 Miles Road,sachse,3201-miles-road,https://locations.chipotle.com/tx/sachse/3201-miles-road
NY,Yonkers,1201 Nepperhan Ave,yonkers,1201-nepperhan-ave,https://locations.chipotle.com/ny/yonkers/1201-nepperhan-ave
GA,Braselton,3705 Village Way,braselton,3705-village-way,https://locations.chipotle.com/ga/braselton/3705-village-way
OH,Toledo,3360 Glendale Ave,toledo,3360-glendale-ave,https://locations.chipotle.com/oh/toledo/3360-glendale-ave
IN,Crown Point,1205 N Main St,crown-point,1205-n-main-st,https://locations.chipotle.com/in/crown-point/1205-n-main-st
CT,Naugatuck,112 Bridge St,naugatuck,112-bridge-st,https://locations.chipotle.com/ct/naugatuck/112-bridge-st
FL,Orlando,9944 Universal Blvd,orlando,9944-universal-blvd,https://locations.chipotle.com/fl/orlando/9944-universal-blvd
NC,Greenville,2109 W Arlington Blvd,greenville,2109-w-arlington-blvd,https://locations.chipotle.com/nc/greenville/2109-w-arlington-blvd
NY,Colonie,1707 Central Ave,colonie,1707-central-ave,https://locations.chipotle.com/ny/colonie/1707-central-ave
NC,Hope Mills,2814 Town Center Drive,hope-mills,2814-town-center-drive,https://locations.chipotle.com/nc/hope-mills/2814-town-center-drive
IA,Grimes,390 Ne Gateway Dr,grimes,390-ne-gateway-dr,https://locations.chipotle.com/ia/grimes/390-ne-gateway-dr
WV,Martinsburg,49 Alliance Lane,martinsburg,49-alliance-lane,https://locations.chipotle.com/wv/martinsburg/49-alliance-lane
CT,West Hartford,251 Prospect Ave,west-hartford,251-prospect-ave,https://locations.chipotle.com/ct/west-hartford/251-prospect-ave
FL,Wildwood,6010 Signature Dr,wildwood,6010-signature-dr,https://locations.chipotle.com/fl/wildwood/6010-signature-dr
MD,Laurel,14930 Silver Trail Ln,laurel,14930-silver-trail-ln,https://locations.chipotle.com/md/laurel/14930-silver-trail-ln
TX,Rockwall,3000 N Goliad St,rockwall,3000-n-goliad-st,https://locations.chipotle.com/tx/rockwall/3000-n-goliad-st
NC,Charlotte,12807 S Tryon St,charlotte,12807-s-tryon-st,https://locations.chipotle.com/nc/charlotte/12807-s-tryon-st
NH,Claremont,392 Washington St,claremont,392-washington-st,https://locations.chipotle.com/nh/claremont/392-washington-st
CO,Denver,8968 E 46th Ave,denver,8968-e-46th-ave,https://locations.chipotle.com/co/denver/8968-e-46th-ave
AR,Russellville,3095 E Main St,russellville,3095-e-main-st,https://locations.chipotle.com/ar/russellville/3095-e-main-st
NY,East Aurora,168 Main St,east-aurora,168-main-st,https://locations.chipotle.com/ny/east-aurora/168-main-st
SC,Lexington,5456 Platt Springs Rd,lexington,5456-platt-springs-rd,https://locations.chipotle.com/sc/lexington/5456-platt-springs-rd
GA,Hampton,11437 Tara Blvd,hampton,11437-tara-blvd,https://locations.chipotle.com/ga/hampton/11437-tara-blvd
OK,Midwest City,7311 Se 29th Street,midwest-city,7311-se-29th-street,https://locations.chipotle.com/ok/midwest-city/7311-se-29th-street
SC,Duncan,6 Tyger River Dr,duncan,6-tyger-river-dr,https://locations.chipotle.com/sc/duncan/6-tyger-river-dr
FL,Lehigh Acres,2722 4th St W,lehigh-acres,2722-4th-st-w,https://locations.chipotle.com/fl/lehigh-acres/2722-4th-st-w
FL,Clermont,4605 Collina Ter,clermont,4605-collina-ter,https://locations.chipotle.com/fl/clermont/4605-collina-ter
NY,Brooklyn,1730 Bedford Ave,brooklyn,1730-bedford-ave,https://locations.chipotle.com/ny/brooklyn/1730-bedford-ave
NC,Garner,5596 Veterans Pkwy,garner,5596-veterans-pkwy,https://locations.chipotle.com/nc/garner/5596-veterans-pkwy
IL,Waukegan,710 N Green Bay Rd,waukegan,710-n-green-bay-rd,https://locations.chipotle.com/il/waukegan/710-n-green-bay-rd
FL,Indian Harbour Beach,855 E Eau Gallie Blvd,indian-harbour-beach,855-e-eau-gallie-blvd,https://locations.chipotle.com/fl/indian-harbour-beach/855-e-eau-gallie-blvd
FL,Venice,4117 S Tamiami Trl,venice,4117-s-tamiami-trl,https://locations.chipotle.com/fl/venice/4117-s-tamiami-trl
NY,Howard Beach,13335 79th St,howard-beach,13335-79th-st,https://locations.chipotle.com/ny/howard-beach/13335-79th-st
GA,Sugar Hill,5962 Cumming Hwy,sugar-hill,5962-cumming-hwy,https://locations.chipotle.com/ga/sugar-hill/5962-cumming-hwy
IL,Macomb,1610 E Jackson St,macomb,1610-e-jackson-st,https://locations.chipotle.com/il/macomb/1610-e-jackson-st
NY,Staten Island,185 Bricktown Way,staten-island,185-bricktown-way,https://locations.chipotle.com/ny/staten-island/185-bricktown-way
FL,Pace,4645 Highway 90,pace,4645-highway-90,https://locations.chipotle.com/fl/pace/4645-highway-90
KY,Walton,450 Richwood Rd,walton,450-richwood-rd,https://locations.chipotle.com/ky/walton/450-richwood-rd
MT,Bozeman,1438 Dayspring Ave,bozeman,1438-dayspring-ave,https://locations.chipotle.com/mt/bozeman/1438-dayspring-ave
TX,Bastrop,707 Highway 71 W,bastrop,707-highway-71-w,https://locations.chipotle.com/tx/bastrop/707-highway-71-w
FL,Palm Bay,855 Malabar Rd Ne,palm-bay,855-malabar-rd-ne,https://locations.chipotle.com/fl/palm-bay/855-malabar-rd-ne
CA,Bellflower,17640 Bellflower Blvd,bellflower,17640-bellflower-blvd,https://locations.chipotle.com/ca/bellflower/17640-bellflower-blvd
AZ,Tempe,1005 E Broadway Rd,tempe,1005-e-broadway-rd,https://locations.chipotle.com/az/tempe/1005-e-broadway-rd
MT,Butte,101 Cornerstone Pl,butte,101-cornerstone-pl,https://locations.chipotle.com/mt/butte/101-cornerstone-pl
VA,Alexandria,3672 King St,alexandria,3672-king-st,https://locations.chipotle.com/va/alexandria/3672-king-st
IN,La Porte,150 Pine Lake Ave,la-porte,150-pine-lake-ave,https://locations.chipotle.com/in/la-porte/150-pine-lake-ave
FL,Winter Park,203 N Semoran Blvd,winter-park,203-n-semoran-blvd,https://locations.chipotle.com/fl/winter-park/203-n-semoran-blvd
NC,Wilmington,5505 Carolina Beach Rd,wilmington,5505-carolina-beach-rd,https://locations.chipotle.com/nc/wilmington/5505-carolina-beach-rd
FL,Ocala,8440 Sw Highway 200,ocala,8440-sw-highway-200,https://locations.chipotle.com/fl/ocala/8440-sw-highway-200
MI,Hudsonville,4205 32nd Ave,hudsonville,4205-32nd-ave,https://locations.chipotle.com/mi/hudsonville/4205-32nd-ave
NC,Raleigh,3101 Edwards Mill Rd,raleigh,3101-edwards-mill-rd,https://locations.chipotle.com/nc/raleigh/3101-edwards-mill-rd
VA,Harrisonburg,1657 Stone Spring Road,harrisonburg,1657-stone-spring-road,https://locations.chipotle.com/va/harrisonburg/1657-stone-spring-road
MN,Andover,15180 Bluebird St Nw,andover,15180-bluebird-st-nw,https://locations.chipotle.com/mn/andover/15180-bluebird-st-nw
TX,Trophy Club,2200 Sh 114,trophy-club,2200-sh-114,https://locations.chipotle.com/tx/trophy-club/2200-sh-114
FL,Palm Springs,2665 10th Ave N,palm-springs,2665-10th-ave-n,https://locations.chipotle.com/fl/palm-springs/2665-10th-ave-n
MO,Sedalia,4111 W Broadway Blvd,sedalia,4111-w-broadway-blvd,https://locations.chipotle.com/mo/sedalia/4111-w-broadway-blvd
MD,Upper Marlboro,10450 Campus Way S,upper-marlboro,10450-campus-way-s,https://locations.chipotle.com/md/upper-marlboro/10450-campus-way-s
NC,Charlotte,4336 Park Rd,charlotte,4336-park-rd,https://locations.chipotle.com/nc/charlotte/4336-park-rd
GA,Conyers,2405 Salem Rd Se,conyers,2405-salem-rd-se,https://locations.chipotle.com/ga/conyers/2405-salem-rd-se
RI,South Kingstown,60 Old Tower Hill Rd,south-kingstown,60-old-tower-hill-rd,https://locations.chipotle.com/ri/south-kingstown/60-old-tower-hill-rd
NE,La Vista,12251 Mcdermott Plz,la-vista,12251-mcdermott-plz,https://locations.chipotle.com/ne/la-vista/12251-mcdermott-plz
WA,Ridgefield,200 N 56th Pl,ridgefield,200-n-56th-pl,https://locations.chipotle.com/wa/ridgefield/200-n-56th-pl
NC,Morganton,1219 Burkemont Ave,morganton,1219-burkemont-ave,https://locations.chipotle.com/nc/morganton/1219-burkemont-ave
MA,Northampton,301 King St,northampton,301-king-st,https://locations.chipotle.com/ma/northampton/301-king-st
MO,Independence,2500 S M 291 Hwy,independence,2500-s-m-291-hwy,https://locations.chipotle.com/mo/independence/2500-s-m-291-hwy
IN,Valparaiso,2803 Calumet Ave,valparaiso,2803-calumet-ave,https://locations.chipotle.com/in/valparaiso/2803-calumet-ave
CA,Sutter Creek,11250 Prospect Dr,sutter-creek,11250-prospect-dr,https://locations.chipotle.com/ca/sutter-creek/11250-prospect-dr
IL,Grayslake,792 E Belvidere Road   Il Route 120,grayslake,792-e-belvidere-road---il-route-120,https://locations.chipotle.com/il/grayslake/792-e-belvidere-road---il-route-120
AZ,Gilbert,6225 S Higley Rd,gilbert,6225-s-higley-rd,https://locations.chipotle.com/az/gilbert/6225-s-higley-rd
SC,Myrtle Beach,8008 N Kings Hwy,myrtle-beach,8008-n-kings-hwy,https://locations.chipotle.com/sc/myrtle-beach/8008-n-kings-hwy
PA,Shippensburg,50 S Conestoga Dr,shippensburg,50-s-conestoga-dr,https://locations.chipotle.com/pa/shippensburg/50-s-conestoga-dr
NY,Fresh Meadows,17661 Union Tpke,fresh-meadows,17661-union-tpke,https://locations.chipotle.com/ny/fresh-meadows/17661-union-tpke
MN,Owatonna,135 Allan Ave,owatonna,135-allan-ave,https://locations.chipotle.com/mn/owatonna/135-allan-ave
AL,Montgomery,2682 Eastern Blvd,montgomery,2682-eastern-blvd,https://locations.chipotle.com/al/montgomery/2682-eastern-blvd
FL,Saint Johns,385 Beachwalk Shore Dr,saint-johns,385-beachwalk-shore-dr,https://locations.chipotle.com/fl/saint-johns/385-beachwalk-shore-dr
OR,Ashland,2305 Ashland St,ashland,2305-ashland-st,https://locations.chipotle.com/or/ashland/2305-ashland-st
WI,Greenfield,8515 W Sura Ln,greenfield,8515-w-sura-ln,https://locations.chipotle.com/wi/greenfield/8515-w-sura-ln
AZ,Phoenix,2450 W Bell Rd,phoenix,2450-w-bell-rd,https://locations.chipotle.com/az/phoenix/2450-w-bell-rd
AZ,Phoenix,4705 E Broadway Rd,phoenix,4705-e-broadway-rd,https://locations.chipotle.com/az/phoenix/4705-e-broadway-rd
NJ,Jersey City,525 Washington Blvd,jersey-city,525-washington-blvd,https://locations.chipotle.com/nj/jersey-city/525-washington-blvd
NJ,Secaucus,700 Plaza Dr,secaucus,700-plaza-dr,https://locations.chipotle.com/nj/secaucus/700-plaza-dr
NJ,Teterboro,9 Teterboro Landing Dr,teterboro,9-teterboro-landing-dr,https://locations.chipotle.com/nj/teterboro/9-teterboro-landing-dr
NJ,Edgewater,14 The Promenade,edgewater,14-the-promenade,https://locations.chipotle.com/nj/edgewater/14-the-promenade
NJ,Montvale,18 Farm Vw,montvale,18-farm-vw,https://locations.chipotle.com/nj/montvale/18-farm-vw
NJ,Hackensack,450 Hackensack Ave,hackensack,450-hackensack-ave,https://locations.chipotle.com/nj/hackensack/450-hackensack-ave
NJ,Paramus,81 E State Rt 4,paramus,81-e-state-rt-4,https://locations.chipotle.com/nj/paramus/81-e-state-rt-4
NJ,Englewood,10 Nathaniel Pl,englewood,10-nathaniel-pl,https://locations.chipotle.com/nj/englewood/10-nathaniel-pl
NJ,Closter,83 Ver Valen St,closter,83-ver-valen-st,https://locations.chipotle.com/nj/closter/83-ver-valen-st
NJ,Hoboken,229 Washington Street,hoboken,229-washington-street,https://locations.chipotle.com/nj/hoboken/229-washington-street
NJ,Ramsey,1255 State Rt 17,ramsey,1255-state-rt-17,https://locations.chipotle.com/nj/ramsey/1255-state-rt-17
NJ,Lodi,170 Essex Street,lodi,170-essex-street,https://locations.chipotle.com/nj/lodi/170-essex-street
NJ,Paramus,1 Garden State Plz,paramus,1-garden-state-plz,https://locations.chipotle.com/nj/paramus/1-garden-state-plz
NJ,East Rutherford,40 State Rt 17,east-rutherford,40-state-rt-17,https://locations.chipotle.com/nj/east-rutherford/40-state-rt-17
NJ,Fort Lee,134 Linwood Plaza,fort-lee,134-linwood-plaza,https://locations.chipotle.com/nj/fort-lee/134-linwood-plaza
NJ,Kearny,190 Passaic Ave,kearny,190-passaic-ave,https://locations.chipotle.com/nj/kearny/190-passaic-ave
DC,Washington,4301 Wisconsin Ave Nw,washington,4301-wisconsin-ave-nw,https://locations.chipotle.com/dc/washington/4301-wisconsin-ave-nw
DC,Washington,2300 Washington Place Ne,washington,2300-washington-place-ne,https://locations.chipotle.com/dc/washington/2300-washington-place-ne
DC,Washington,1045 5th St Nw,washington,1045-5th-st-nw,https://locations.chipotle.com/dc/washington/1045-5th-st-nw
DC,Washington,2000 Pennsylvania Ave Nw,washington,2000-pennsylvania-ave-nw,https://locations.chipotle.com/dc/washington/2000-pennsylvania-ave-nw
DC,Washington,2600 Connecticut Ave Nw,washington,2600-connecticut-ave-nw,https://locations.chipotle.com/dc/washington/2600-connecticut-ave-nw
DC,Washington,3255 M St Nw,washington,3255-m-st-nw,https://locations.chipotle.com/dc/washington/3255-m-st-nw
DC,Washington,1010 Vermont Ave Nw,washington,1010-vermont-ave-nw,https://locations.chipotle.com/dc/washington/1010-vermont-ave-nw
DC,Washington,1508 14th St Nw,washington,1508-14th-st-nw,https://locations.chipotle.com/dc/washington/1508-14th-st-nw
DC,Washington,2338 Wisconsin Ave Nw,washington,2338-wisconsin-ave-nw,https://locations.chipotle.com/dc/washington/2338-wisconsin-ave-nw
DC,Washington,413 8th Street Se,washington,413-8th-street-se,https://locations.chipotle.com/dc/washington/413-8th-street-se
DC,Washington,1255 1st Street Se,washington,1255-1st-street-se,https://locations.chipotle.com/dc/washington/1255-1st-street-se
DC,Washington,625 Monroe St Ne,washington,625-monroe-st-ne,https://locations.chipotle.com/dc/washington/625-monroe-st-ne
DC,Washington,40 Massachusetts Ave Ne,washington,40-massachusetts-ave-ne,https://locations.chipotle.com/dc/washington/40-massachusetts-ave-ne
